query_id,language,query,tool_labels,difficulty
RT103901,en,"I'm planning a trip. Give me dinner options in Gdansk with a budget around 51 EUR. On top of that, help me shortlist hotels in Gdansk: 4 nights, max 180 EUR/night.; i want culture and interesting sights in Gdansk; what do you recommend? Please keep the answer concise.",attractions|hotel|restaurant,multi
RT055873,en,"Give me dinner options in Reykjavik with a budget around 18 EUR. While you're at it, i need practical local information about Reykjavik.",location|restaurant,multi
RT148709,hu,Még ebben a hónapban készülök. Szeretném rendesen megtervezni az utat. Adj alapvető helyi tudnivalókat Bologna városáról. Tartsd be a fenti kereteket.,location,single
RT111083,hu,Páros utazás lesz. Épp összeállítom a programomat. Mivel töltenél el egy fél napot Dubrovnik városában? Legyen inkább praktikus a válasz.,attractions,single
RT208635,hu,Utazást tervezek. Milyen körülményekre készüljek Luxembourg városában a következő 4 nap során? Legyen inkább praktikus a válasz.,weather,single
RT154085,hu,Egy tavaszi kiruccanásra készülök. Rövid városnézés lesz. Várható eső München környékén a 5 napos utam alatt? Ezután keress bakery/café éttermet München városában 60 EUR/fő alatt.,restaurant|weather,multi
RT110401,hu,"Egy rövid utazásra készülök. Szeretnék viszonylag központi helyeket. Mielőtt mindent lefoglalok, Mutass legalább 4.7 értékelésű éttermeket Reykjavik városában. És mi a pénznem és az időzóna Reykjavik városában? A szállás már megvan, hotelt ne keress.",location|restaurant,multi
RT207029,en,I care more about value than luxury. What sort of conditions are forecast for Marseille across 3 days?; can you find a bed in Marseille for 3 nights inside a 110 EUR nightly budget?,hotel|weather,multi
RT054629,en,"I'm planning this for an upcoming trip. I'd like to stay fairly central. For an upcoming city break, Give me temperatures and rain chances for Tallinn for 4 days. I also need this: i need practical local information about Tallinn.",location|weather,multi
RT083105,en,"Before I book the rest of the trip, Fill half a day in Stockholm with attractions. And look for well-rated rooms in Stockholm for 10 nights, preferably below 160 EUR. And tell me the local currency and timezone for Stockholm. No restaurant suggestions are needed.",attractions|hotel|location,multi
RT237747,hu,"Egy rövid utazásra készülök. Az ár-érték arány fontosabb a luxusnál. Alkalmas lesz az idő szabadtéri programokra Gdansk városában? Ha már itt tartunk, a helyiek hogyan járnak Gdansk városában, és mit vegyek 10 napra?",transport|weather,multi
RT133064,en,"What should I see in Milan? Next, how should I get around Milan for 9 days?",attractions|transport,multi
RT174969,hu,Egy közelgő útra készülök. Számolj közlekedési keretet Gdansk városára 3 napra.,transport,single
RT007421,hu,Egy rövid utazásra készülök. Ajánlj 4.0+ értékelésű szállást Zagreb városában 200 EUR alatt. Étteremajánlásra nincs szükségem.,hotel,single
RT136907,en,"I want culture and interesting sights in Athens; what do you recommend? I prefer practical options. I already booked my hotel, so don't search accommodation.",attractions,single
RT197042,en,Shortlist a place to sleep in Vienna for 1 nights; ceiling 120 EUR nightly. Please use the constraints above.,hotel,single
RT223927,hu,Most járok ott először. Kabát vagy esernyő kell inkább Thessaloniki városába 2 napra? Továbbá add meg a legfontosabb gyakorlati tényeket Thessaloniki városáról.,location|weather,multi
RT168913,hu,"Nem gond, ha sokat kell sétálni. Mielőtt mindent lefoglalok, Mi a pénznem és az időzóna Thessaloniki városában?",location,single
RT113222,hu,"Rövid városnézés lesz. Gyors utazási kérdés: Várható eső Nicosia környékén a 5 napos utam alatt? Arra is szükségem van, hogy adj gyakorlati információkat Nicosia városáról: pénznem, nyelv és időzóna. Emellett számolj közlekedési keretet Nicosia városára 5 napra. Legyen inkább praktikus a válasz.",location|transport|weather,multi
RT128840,en,"Help me plan this properly. Give me the practical basics for Malta: currency, language and timezone. Also, find somewhere to stay in Malta for 10 nights under 150 EUR per night. A short ranked list is enough.",hotel|location,multi
RT164888,hu,"Egy közelgő útra készülök. Egy gyakorlati kérdés: Hol egyek Bécs városában körülbelül 27 EUR/fő keretből? Rövid, rangsorolt lista is elég.",restaurant,single
RT024527,en,"Find restaurants in Tirana, preferably street-food, rated at least 3.5. On top of that, what should I know about Tirana before I arrive? Please use the constraints above.",location|restaurant,multi
RT037251,en,"Show metro, bus and pass options for Venice. Also, give me destination facts for Venice. And check the forecast in Venice for my 3-day stay.",location|transport|weather,multi
RT198076,en,"This is a first visit. What sort of conditions are forecast for Bratislava across 8 days? Also, where could I have a decent meal in Bratislava without exceeding 51 EUR? Next, how would you spend sightseeing time in Bratislava?",attractions|restaurant|weather,multi
RT027237,en,I'm travelling with family. I need a 4-night hotel in Sarajevo; keep it below 210 EUR and rating 4.2+.,hotel,single
RT041918,hu,Egyedül utazom. Egy gyakorlati kérdés: Ajánlj vacsorahelyeket Lisbon városában.,restaurant,single
RT011411,en,"I'm planning this this weekend. I'm travelling with family. Help me plan this properly. Find good street-food restaurants in Berlin under 27 EUR each. On top of that, help me shortlist hotels in Berlin: 2 nights, max 210 EUR/night.",hotel|restaurant,multi
RT162772,en,"I'm planning a trip. Compare local public-transport tickets in Vienna for a 9-day trip.; give me the practical basics for Vienna: currency, language and timezone. This is for a first visit.",location|transport,multi
RT178162,en,I'm planning this for a spring break. Quick travel question: Fill half a day in Innsbruck with attractions. Then give me dinner options in Innsbruck with a budget around 54 EUR. Then what should I know about Innsbruck before I arrive?,attractions|location|restaurant,multi
RT037144,en,"Help me plan this properly. Suggest somewhere good to eat in Oslo. Next, build a sightseeing list for Oslo, especially museums and landmarks. Please keep the answer concise.",attractions|restaurant,multi
RT213870,en,"I'd like to stay fairly central. For an upcoming city break, Work out local transit choices for Zagreb. On top of that, accommodation needed in Zagreb for 10 nights, preferably 4.2+ and no more than 230 EUR.",hotel|transport,multi
RT018777,hu,"Szeretném rendesen megtervezni az utat. Adj gyakorlati információkat Tallinn városáról: pénznem, nyelv és időzóna.; szükségem van egy jó szállásra Tallinn városában 1 éjszakára. Arra is szükségem van, hogy jó éttermeket keresek Tallinn városában, maximum 48 eurós étkezéssel. Emellett mennyibe kerül a helyi közlekedés Tallinn városában 1 napra? Rövid, rangsorolt lista is elég.",hotel|location|restaurant|transport,multi
RT057155,en,Quick travel question: I need practical local information about Munich.; suggest somewhere good to eat in Munich.,location|restaurant,multi
RT212028,hu,Tervezd meg a helyi utazásomat Innsbruck városában. Étteremajánlásra nincs szükségem.,transport,single
RT179859,en,"I'm planning this next week. I'm putting together my itinerary. Compare local public-transport tickets in Cologne for a 6-day trip. Also, which country, currency and language should I expect in Cologne? I'd rather avoid unnecessary detours.",location|transport,multi
RT070544,hu,Egy gyakorlati kérdés: Keress local éttermet Stockholm városában 51 EUR/fő alatt.,restaurant,single
RT219763,en,"I'm travelling with family. I'm planning a trip. Where would you go for food in Tallinn with roughly 27 EUR a head? I already booked my hotel, so don't search accommodation.",restaurant,single
RT070614,hu,Gyors utazási kérdés: Autó nélkül hogyan járjam be Salzburg városát? Ezután adj alapvető helyi tudnivalókat Salzburg városáról. Továbbá várható eső Salzburg környékén a 3 napos utam alatt? Legyen inkább praktikus a válasz.,location|transport|weather,multi
RT180447,hu,Rövid városnézés lesz. Szeretném rendesen megtervezni az utat. Milyen hőmérsékletre és csapadékra számítsak Istanbul városában?,weather,single
RT216555,hu,"A helyiek hogyan járnak Venice városában, és mit vegyek 2 napra?",transport,single
RT027323,en,"I'm planning this for an upcoming trip. Find museums, parks or historic places in Zurich. While you're at it, suggest somewhere good to eat in Zurich. Then check the forecast in Zurich for my 2-day stay.; compare local public-transport tickets in Zurich for a 2-day trip.",attractions|restaurant|transport|weather,multi
RT148479,hu,"Mielőtt mindent lefoglalok, Milyen nyelvre és pénznemre készüljek Cologne városában? És hol szálljak meg Cologne városában 10 éjszakára, ha 110 EUR a napi keret?",hotel|location,multi
RT154758,en,"I prefer practical options. A practical question: Find restaurants in Skopje, preferably local, rated at least 3.5. I also need this: build a sightseeing list for Skopje, especially museums and landmarks. This is for a first visit.",attractions|restaurant,multi
RT140368,hu,Egyedül utazom. Utazást tervezek. Mutass szobákat Lyon városában 7 éjre legfeljebb 130 euróért.,hotel,single
RT163609,en,"i'm planning this for a spring break. for an upcoming city break, give me dinner options in riga with a budget around 39 eur. on top of that, give me destination facts for riga. i prefer practical options.",location|restaurant,multi
RT158206,hu,"Inkább praktikus megoldásokat keresek. Mit érdemes tudnom Zagreb városáról indulás előtt? Rövid, rangsorolt lista is elég.",location,single
RT060273,hu,"Most járok ott először. Mit érdemes tudnom Stockholm városáról indulás előtt? Emellett keress szállást Stockholm városában 7 éjszakára, 220 EUR/éj alatt. Első alkalommal megyek.",hotel|location,multi
RT019765,en,We're travelling as a couple. A practical question: What should I see in Nice?,attractions,single
RT188687,en,"I prefer practical options. Which country, currency and language should I expect in Amsterdam?",location,single
RT043257,hu,"Páros utazás lesz. Gyors utazási kérdés: Melyik országban van Reykjavik, és milyen pénzt használnak? Emellett 2 éjszakára kell hotel Reykjavik városában, maximum 180 euróért éjszakánként. Rövid, rangsorolt lista is elég.",hotel|location,multi
RT147645,en,I'm planning this this weekend. I'd like to stay fairly central. Is Bologna likely to be rainy during a 6-day visit?,weather,single
RT185212,en,"Where should I eat in Dublin for about 54 EUR per person? Then show metro, bus and pass options for Dublin.",restaurant|transport,multi
RT156016,hu,"Mielőtt mindent lefoglalok, Mit érdemes tudnom Copenhagen városáról indulás előtt? Rövid, rangsorolt lista is elég.",location,single
RT084652,hu,"Most járok ott először. Mielőtt mindent lefoglalok, Mutass legalább 3.5 értékelésű éttermeket Stockholm városában. Továbbá számolj közlekedési keretet Stockholm városára 7 napra. Ezután hol szálljak meg Stockholm városában 7 éjszakára, ha 210 EUR a napi keret? Legyen inkább praktikus a válasz.",hotel|restaurant|transport,multi
RT202425,hu,"Milan városában keresek alvóhelyet 7 éjre, éjszakánként legfeljebb 210 EUR-ért. És milyen körülményekre készüljek Milan városában a következő 7 nap során?",hotel|weather,multi
RT005663,hu,Hol egyek Krakkó városában körülbelül 33 EUR/fő keretből? Legyen inkább praktikus a válasz.,restaurant,single
RT081870,hu,Inkább praktikus megoldásokat keresek. Épp összeállítom a programomat. Hogyan közlekedjek Istanbul városában 8 napig?,transport,single
