query_id,query,tool_labels,city,difficulty
CH008108,"Nem lesz autóm Luxembourg városában; hogyan járjak? Also, Will the weather ruin outdoor plans in Luxembourg?",transport|weather,Luxembourg,indirect_noisy
CH008109,"Milyen alapinformációkat tudjak Prága városáról? Also, Elázhatok Prága városában? Also, I still need somewhere to sleep in Prague.",hotel|location|weather,Prague,indirect_noisy
CH008110,I'm flexible on timing. Find me a table worth booking in Helsinki.,restaurant,Helsinki,indirect_noisy
CH008111,I'm trying to travel light. Where would you actually go for dinner in Geneva?,restaurant,Geneva,indirect_noisy
CH008112,I'm flexible on timing. Fill an afternoon in Warsaw with worthwhile stops.; Would outdoor plans be risky in Warsaw?,attractions|weather,Warsaw,indirect_noisy
CH008113,"Kevés csomaggal megyek. Nem lesz autóm Amsterdam városában; hogyan járjak?; I need a roof over my head in Amsterdam. Az étkezés megvan, éttermet ne ajánlj.",hotel|transport,Amsterdam,indirect_noisy
CH008114,"A repülőjegy már megvan. Give me reasons to leave the hotel in Amsterdam. Also, Kellene egy bázis Amsterdam városában az éjszakákra.",attractions|hotel,Amsterdam,indirect_noisy
CH008115,"A szállás kérdése még nyitott Edinburgh városában. Az étkezés megvan, éttermet ne ajánlj.",hotel,Edinburgh,indirect_noisy
CH008116,A repülőjegy már megvan. I haven't sorted a base in Salzburg yet.; Hol vacsoráznál Salzburg városában?; Give me reasons to leave the hotel in Salzburg.,attractions|hotel|restaurant,Salzburg,indirect_noisy
CH008117,Szabadtéri programhoz milyen körülmények lesznek Florence városában?; I haven't sorted a base in Florence yet.,hotel|weather,Florence,indirect_noisy
CH008118,Keep it practical. Help me avoid taxis in Tirana.,transport,Tirana,indirect_noisy
CH008119,Give me reasons to leave the hotel in Vilnius. I already have accommodation booked; don't search hotels.,attractions,Vilnius,indirect_noisy
CH008120,"I already have flights. Where would you actually go for dinner in Zurich? Also, Fill an afternoon in Zurich with worthwhile stops.",attractions|restaurant,Zurich,indirect_noisy
CH008121,Most leszek ott először. Miket néznél meg elsőként Malta városában?,attractions,Malta,indirect_noisy
CH008122,A repülőjegy már megvan. What practical facts should I know about Thessaloniki?; I won't have a car in Thessaloniki; how do I move around?; A szállás kérdése még nyitott Thessaloniki városában.,hotel|location|transport,Thessaloniki,indirect_noisy
CH008123,Kabát vagy esernyő legyen nálam Valencia városában?,weather,Valencia,indirect_noisy
CH008124,"A repülőjegy már megvan. Még nincs hol aludnom Marseille városában. Also, Érkezés előtt mik a legfontosabb helyi tudnivalók Marseille városáról?",hotel|location,Marseille,indirect_noisy
CH008125,I'm flexible on timing. Would outdoor plans be risky in Lisbon? I already have accommodation booked; don't search hotels.,weather,Lisbon,indirect_noisy
CH008126,Most leszek ott először. Would outdoor plans be risky in Vienna? / Miket néznél meg elsőként Bécs városában? / Hová ülnél be enni Bécs városában?,attractions|restaurant|weather,Vienna,indirect_noisy
CH008127,Most leszek ott először. Mivel töltenél el egy délutánt Lyon városában?,attractions,Lyon,indirect_noisy
CH008128,A szállás kérdése még nyitott Gdansk városában.,hotel,Gdansk,indirect_noisy
CH008129,Kevés csomaggal megyek. Még nincs hol aludnom Warsaw városában. / Kabát vagy esernyő legyen nálam Warsaw városában?,hotel|weather,Warsaw,indirect_noisy
CH008130,"Mi a legegyszerűbb módja, hogy bejárjam Róma városát? What practical facts should I know about Rome?",location|transport,Rome,indirect_noisy
CH008131,"Milyen alapinformációkat tudjak Berlin városáról? Mi az, amit kár lenne kihagyni Berlin városában? Where would you actually go for dinner in Berlin?",attractions|location|restaurant,Berlin,indirect_noisy
CH008132,I need a roof over my head in Dubrovnik.,hotel,Dubrovnik,indirect_noisy
CH008133,Keep it practical. Find me a table worth booking in Sofia. Give me the local basics before I land in Sofia.,location|restaurant,Sofia,indirect_noisy
CH008134,Would outdoor plans be risky in Skopje? / Hová ülnél be enni Skopje városában?,restaurant|weather,Skopje,indirect_noisy
CH008135,Az időzítés rugalmas. A szállás kérdése még nyitott Hamburg városában.,hotel,Hamburg,indirect_noisy
CH008136,Kevés csomaggal megyek. Brief me before I arrive in Paris. / Kellene egy bázis Párizs városában az éjszakákra.,hotel|location,Paris,indirect_noisy
CH008137,This is my first time there. What practical facts should I know about Athens?,location,Athens,indirect_noisy
CH008138,Should I pack an umbrella for Helsinki?,weather,Helsinki,indirect_noisy
CH008139,Taxik nélkül hogyan közlekedjek Riga városában? / Fill an afternoon in Riga with worthwhile stops.,attractions|transport,Riga,indirect_noisy
CH008140,"A repülőjegy már megvan. Kabát vagy esernyő legyen nálam Budapest városában? Az étkezés megvan, éttermet ne ajánlj.",weather,Budapest,indirect_noisy
CH008141,This is my first time there. I won't have a car in Sofia; how do I move around?,transport,Sofia,indirect_noisy
CH008142,Még nincs hol aludnom Budapest városában.,hotel,Budapest,indirect_noisy
CH008143,"Kabát vagy esernyő legyen nálam Salzburg városában? Mi a legegyszerűbb módja, hogy bejárjam Salzburg városát?",transport|weather,Salzburg,indirect_noisy
CH008144,A repülőjegy már megvan. Milyen alapinformációkat tudjak Riga városáról? Find me a table worth booking in Riga. Nem lesz autóm Riga városában; hogyan járjak?,location|restaurant|transport,Riga,indirect_noisy
CH008145,Most leszek ott először. Érkezés előtt mik a legfontosabb helyi tudnivalók Berlin városáról? / A szállás kérdése még nyitott Berlin városában.,hotel|location,Berlin,indirect_noisy
CH008146,A szállás kérdése még nyitott Porto városában. / Gyors helyi eligazítást kérek Porto városáról. / What's the smartest way to get around Porto?,hotel|location|transport,Porto,indirect_noisy
CH008147,"I already have flights. Find me a table worth booking in Venice. Also, Am I likely to get soaked in Venice?",restaurant|weather,Venice,indirect_noisy
CH008148,Miket néznél meg elsőként Salzburg városában? / Szabadtéri programhoz milyen körülmények lesznek Salzburg városában? / Find me a table worth booking in Salzburg.,attractions|restaurant|weather,Salzburg,indirect_noisy
CH008149,This is my first time there. Fill an afternoon in Vienna with worthwhile stops.,attractions,Vienna,indirect_noisy
CH008150,A repülőjegy már megvan. Kellene egy jó hely enni Marseille városában. / What's the smartest way to get around Marseille?,restaurant|transport,Marseille,indirect_noisy
CH008151,I'm flexible on timing. I haven't sorted a base in Budapest yet.,hotel,Budapest,indirect_noisy
CH008152,"Most leszek ott először. Elázhatok Nicosia városában? / Mi az, amit kár lenne kihagyni Nicosia városában? / What practical facts should I know about Nicosia?",attractions|location|weather,Nicosia,indirect_noisy
CH008153,A repülőjegy már megvan. A szállás kérdése még nyitott Tallinn városában.; Should I pack an umbrella for Tallinn?,hotel|weather,Tallinn,indirect_noisy
CH008154,Keep it practical. I need somewhere good to eat in Milan.; Should I pack an umbrella for Milan?,restaurant|weather,Milan,indirect_noisy
CH008155,I'm trying to travel light. Help me avoid taxis in Riga. I already have accommodation booked; don't search hotels.,transport,Riga,indirect_noisy
CH008156,Keep it practical. Where would you actually go for dinner in London?,restaurant,London,indirect_noisy
CH008157,Most leszek ott először. A szállás kérdése még nyitott Nice városában.,hotel,Nice,indirect_noisy
CH008158,Find me a table worth booking in Riga.,restaurant,Riga,indirect_noisy
CH008159,"Most leszek ott először. Would outdoor plans be risky in Hamburg? / Mi az, amit kár lenne kihagyni Hamburg városában?",attractions|weather,Hamburg,indirect_noisy
CH008160,Most leszek ott először. Taxik nélkül hogyan közlekedjek Reykjavik városában?,transport,Reykjavik,indirect_noisy
CH008161,This is my first time there. Help me avoid taxis in Gdansk.,transport,Gdansk,indirect_noisy
CH008162,A repülőjegy már megvan. Hová ülnél be enni Cologne városában? / Miket néznél meg elsőként Cologne városában?,attractions|restaurant,Cologne,indirect_noisy
CH008163,Hol vacsoráznál Nice városában? / Nem lesz autóm Nice városában; hogyan járjak?,restaurant|transport,Nice,indirect_noisy
CH008164,Hová ülnél be enni Róma városában? Kellene egy bázis Róma városában az éjszakákra.,hotel|restaurant,Rome,indirect_noisy
CH008165,"Kevés csomaggal megyek. Mi a legegyszerűbb módja, hogy bejárjam Zagreb városát? / Mivel töltenél el egy délutánt Zagreb városában?",attractions|transport,Zagreb,indirect_noisy
CH008166,"This is my first time there. I won't have a car in Helsinki; how do I move around? Food is already arranged, so skip restaurant ideas.",transport,Helsinki,indirect_noisy
CH008167,Kevés csomaggal megyek. Hol vacsoráznál Gdansk városában? / What's the smartest way to get around Gdansk?,restaurant|transport,Gdansk,indirect_noisy
CH008168,Érkezés előtt mik a legfontosabb helyi tudnivalók Bratislava városáról?; Should I pack an umbrella for Bratislava?,location|weather,Bratislava,indirect_noisy
CH008169,"Miket néznél meg elsőként Warsaw városában? A szállás már megvan, hotelt ne keress.",attractions,Warsaw,indirect_noisy
CH008170,I'm trying to travel light. Should I pack an umbrella for Amsterdam? / I haven't sorted a base in Amsterdam yet.,hotel|weather,Amsterdam,indirect_noisy
CH008171,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Thessaloniki városát? Also, Gyors helyi eligazítást kérek Thessaloniki városáról.",location|transport,Thessaloniki,indirect_noisy
CH008172,I need a roof over my head in Sarajevo. / Taxik nélkül hogyan közlekedjek Sarajevo városában? / Hová ülnél be enni Sarajevo városában?,hotel|restaurant|transport,Sarajevo,indirect_noisy
CH008173,A repülőjegy már megvan. Gyors helyi eligazítást kérek Bologna városáról.; Hová ülnél be enni Bologna városában?,location|restaurant,Bologna,indirect_noisy
CH008174,Keep it practical. I need somewhere good to eat in Skopje.,restaurant,Skopje,indirect_noisy
CH008175,Miket néznél meg elsőként Reykjavik városában?,attractions,Reykjavik,indirect_noisy
CH008176,Legyen praktikus. What practical facts should I know about Valencia?; A szállás kérdése még nyitott Valencia városában.,hotel|location,Valencia,indirect_noisy
CH008177,Gyors helyi eligazítást kérek Stockholm városáról.; Elázhatok Stockholm városában?,location|weather,Stockholm,indirect_noisy
CH008178,Kabát vagy esernyő legyen nálam Dublin városában?,weather,Dublin,indirect_noisy
CH008179,Most leszek ott először. Milyen alapinformációkat tudjak Venice városáról?,location,Venice,indirect_noisy
CH008180,"Miket néznél meg elsőként Venice városában? A szállás már megvan, hotelt ne keress.",attractions,Venice,indirect_noisy
CH008181,Kevés csomaggal megyek. Érkezés előtt mik a legfontosabb helyi tudnivalók Amsterdam városáról?,location,Amsterdam,indirect_noisy
CH008182,"Mi az, amit kár lenne kihagyni Istanbul városában? Also, I haven't sorted a base in Istanbul yet. Also, Kellene egy jó hely enni Istanbul városában.",attractions|hotel|restaurant,Istanbul,indirect_noisy
CH008183,Szabadtéri programhoz milyen körülmények lesznek Krakkó városában? Gyors helyi eligazítást kérek Krakkó városáról.,location|weather,Krakow,indirect_noisy
CH008184,I already have flights. Fill an afternoon in Barcelona with worthwhile stops.,attractions,Barcelona,indirect_noisy
CH008185,"A szállás kérdése még nyitott Oslo városában. Also, Will the weather ruin outdoor plans in Oslo? Also, Hol vacsoráznál Oslo városában?",hotel|restaurant|weather,Oslo,indirect_noisy
CH008186,"Az időzítés rugalmas. I won't have a car in Hamburg; how do I move around? Also, Hol vacsoráznál Hamburg városában?",restaurant|transport,Hamburg,indirect_noisy
CH008187,"Most leszek ott először. Kellene egy jó hely enni Brussels városában. Also, I haven't sorted a base in Brussels yet.",hotel|restaurant,Brussels,indirect_noisy
CH008188,"Kevés csomaggal megyek. Mi az, amit kár lenne kihagyni Valencia városában? A szállás már megvan, hotelt ne keress.",attractions,Valencia,indirect_noisy
CH008189,"Kellene egy jó hely enni Riga városában.; Mi a legegyszerűbb módja, hogy bejárjam Riga városát?; I haven't sorted a base in Riga yet.",hotel|restaurant|transport,Riga,indirect_noisy
CH008190,"Kevés csomaggal megyek. A szállás kérdése még nyitott Helsinki városában. Also, Nem lesz autóm Helsinki városában; hogyan járjak?",hotel|transport,Helsinki,indirect_noisy
CH008191,"I'm flexible on timing. Brief me before I arrive in Budapest. Also, Am I likely to get soaked in Budapest? Also, I haven't sorted a base in Budapest yet.",hotel|location|weather,Budapest,indirect_noisy
CH008192,"This is my first time there. Brief me before I arrive in Nicosia. Also, Will the weather ruin outdoor plans in Nicosia? Also, Help me avoid taxis in Nicosia.",location|transport|weather,Nicosia,indirect_noisy
CH008193,A repülőjegy már megvan. Taxik nélkül hogyan közlekedjek Riga városában? / Find me a table worth booking in Riga. / Am I likely to get soaked in Riga?,restaurant|transport|weather,Riga,indirect_noisy
